HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
150,,Riverside Eagle St (Stop 150),EAGLE ST, ,"502,972.90","6,961,881.30",-27.46661,153.030089,BRISBANE CITY, , ,Medium, , ,
151,,Eagle St app Eagle Lne (r) (St 151),QUEEN ST, ,"502,982.50","6,961,920.60",-27.466255,153.030186,BRISBANE CITY, , ,, , ,
160,,Wickham Tce 'D' (Stop 160),WICKHAM TCE, ,"502,795.80","6,962,135.80",-27.464313,153.028296,SPRING HILL, , ,Easy,Medium,Hard,
161,,Wharf St f/s Ann St,ANN ST, ,"502,870.20","6,962,131.50",-27.464352,153.029049,BRISBANE CITY, , ,Easy, , ,
164,,Leichhardt St - The Ridge (Stop 164),LEICHHARDT ST, ,"502,544.40","6,962,330.00",-27.46256,153.025751,SPRING HILL, , ,Medium, , ,
167,,Wharf St fs Astor Terrace,WHARF ST, ,"502,699.70","6,962,308.40",-27.462755,153.027323,SPRING HILL, , ,Medium, , ,
173,,Gregory Terrace Zone A turn around, , ,"501,878.80","6,962,666.60",-27.459523,153.019015,SPRING HILL, , ,Medium, , ,
174,,Albert Park Stop 174, , ,"501,934.10","6,962,455.80",-27.461426,153.019575,SPRING HILL, , ,Medium, , ,
181,,Windmill/City Sights stop,WICKHAM TCE, ,"502,325.60","6,961,983.70",-27.465687,153.023538,SPRING HILL, , ,,Hard,Hard,
210,,Brunswick St @ Ann St (Stop 210),BRUNSWICK ST, ,"503,491.50","6,962,744.60",-27.458815,153.035336,FORTITUDE VALLEY, , ,, , ,
221,,Ann St - Stop 221,ANN ST, ,"503,162.90","6,962,436.60",-27.461597,153.032011,FORTITUDE VALLEY, , ,,Medium,Hard,
222,,Ann St @ Macrossan (A1) (St 222),QUEEN ST, ,"503,107.30","6,962,358.70",-27.4623,153.031448,BRISBANE CITY, , ,,Easy,Easy,
229,,Wickham St @ Warner St (St 229),WICKHAM ST, ,"503,385.40","6,962,972.80",-27.456755,153.034261,FORTITUDE VALLEY, , ,Easy, , ,
250,,Bowen Hills  Abbotsford Road,FOLKESTONE ST, ,"503,821.60","6,964,457.70",-27.443348,153.038671,BOWEN HILLS, , ,Medium, , ,
272,,Cribb Street  Coronation Drive, , ,"500,782.60","6,961,381.60",-27.471125,153.007921,MILTON, , ,Hard, , ,
275,,Hale Street - 3, , ,"500,975.00","6,961,555.00",-27.469559,153.009868,MILTON, , ,Easy, , ,
426,,Bank Street - 22,MAYGAR ST, ,"502,452.50","6,966,260.70",-27.427074,153.024813,WINDSOR, , ,Hard, , ,
427,,Bank Street - 22,MAYGAR ST, ,"502,431.10","6,966,268.60",-27.427003,153.024597,WINDSOR, , ,Medium, , ,
429,,Paling Ave - 23,DAYS RD, ,"502,260.20","6,966,262.40",-27.427059,153.022868,GRANGE, , ,, , ,
431,,Eighth Ave - 24,DAYS RD, ,"502,085.20","6,966,289.00",-27.426819,153.021097,GRANGE, , ,, , ,
432,,Uxbridge Street - 25,DAYS RD, ,"501,924.10","6,966,303.60",-27.426688,153.019467,GRANGE, , ,, , ,
433,,Uxbridge Street - 25,DAYS RD, ,"501,949.30","6,966,313.30",-27.4266,153.019722,GRANGE, , ,Easy, , ,
440,,Whish Street - 20,MAYGAR ST, ,"502,935.50","6,966,299.50",-27.426723,153.0297,WINDSOR, , ,Easy, , ,
445,,Antill Street - 25/22,KEDRON BROOK RD, ,"501,869.30","6,966,186.00",-27.427749,153.018913,WILSTON, , ,Medium, , ,
447,,Wilston Village  Kedron Brook Road,KEDRON BROOK RD, ,"501,924.60","6,965,735.50",-27.431816,153.019473,WILSTON, , ,Hard, , ,
455,,Sandgate Road,RODE RD, ,"505,794.80","6,969,495.80",-27.397857,153.058614,WAVELL HEIGHTS, , ,, , ,
456,,Olney Street - 21,OLNEY ST, ,"501,817.20","6,965,871.60",-27.430588,153.018386,WILSTON, , ,, , ,
462,,Ruth Street - 20,LAMONT RD, ,"501,738.90","6,965,588.00",-27.433148,153.017594,WILSTON, , ,, , ,
480,,Northey Street  Northey Street,EDGAR ST, ,"502,733.60","6,964,576.70",-27.442277,153.027661,WINDSOR, , ,, , ,
481,,Granville Street - 17,NEWMARKET RD, ,"502,161.30","6,965,191.80",-27.436725,153.021869,WILSTON, , ,Medium, , ,
483,,Table Tennis Complex - 14,NOBLE ST, ,"502,591.80","6,964,865.70",-27.439668,153.026226,WINDSOR, , ,Medium, , ,
496,,Lutwyche Road - 11,LUTWYCHE RD, ,"503,038.60","6,964,919.30",-27.439183,153.030747,WINDSOR, , ,Medium, , ,
498,,LUTWYCHE / BRYDEN,LUTWYCHE RD, ,"503,072.00","6,964,997.20",-27.43848,153.031084,WINDSOR, , ,Medium, , ,
501,,Allom Street - 13,DOWNEY ST, ,"502,600.40","6,964,598.50",-27.44208,153.026313,WINDSOR, , ,Medium, , ,
502,,Butterfield Street - 10A,BRAMSTON TCE, ,"502,230.10","6,964,269.10",-27.445055,153.022567,HERSTON, , ,, , ,
503,,Butterfield Street - 10A,BUTTERFIELD ST, ,"502,231.60","6,964,283.40",-27.444926,153.022582,HERSTON, , ,, , ,
504,,Aberleigh Road - 11, , ,"502,064.40","6,964,254.10",-27.44519,153.02089,HERSTON, , ,, , ,
505,,Aberleigh Road - 11,FAGAN RD, ,"502,023.00","6,964,299.20",-27.444783,153.020471,HERSTON, , ,Easy, , ,
506,,Butterfield Pre-School - 11A,BUTTERFIELD ST, ,"501,901.10","6,964,310.30",-27.444683,153.019238,HERSTON, , ,Hard, , ,
509,,Garrick Terrace - 10,BRAMSTON TCE, ,"502,264.80","6,964,140.90",-27.446212,153.022918,HERSTON, , ,, , ,
514,,Bus Holding Zone,HERSTON RD, ,"502,317.60","6,963,811.80",-27.449183,153.023453,HERSTON, , ,Easy, , ,
518,,Special Events stop Butterfield St, , ,"502,656.10","6,964,219.40",-27.445503,153.026878,HERSTON, , ,, , ,
522,,Herston Rd at Royal Children's Hospital - 8,BOWEN BRIDGE RD, ,"502,587.00","6,963,760.90",-27.449642,153.02618,HERSTON, , ,Medium, , ,
523,,Herston Rd at Royal Children's Hospital - 8,HERSTON RD, ,"502,591.60","6,963,746.20",-27.449775,153.026226,HERSTON, , ,, , ,
547,,Kedron Brook Stop 3,PERRY ST, ,"503,487.30","6,967,551.00",-27.415423,153.035279,LUTWYCHE, , ,Medium, , ,
548,,GREGORY / ANDERSON,GREGORY TCE, ,"503,008.80","6,963,519.40",-27.451821,153.030449,BOWEN HILLS, , ,Medium, , ,
550,,Gregory Terrace - 10,GREGORY TCE, ,"502,815.30","6,963,388.50",-27.453004,153.028491,SPRING HILL, , ,Easy, , ,
560,,Gregory Terrace - 6, , ,"502,333.60","6,962,835.40",-27.457998,153.023617,SPRING HILL, , ,Medium, , ,
561,,St Josephs - 7,GREGORY TCE, ,"502,425.10","6,962,979.60",-27.456696,153.024543,SPRING HILL, , ,, , ,
564,,Gregory Terrace - 9, , ,"502,645.70","6,963,251.60",-27.45424,153.026775,SPRING HILL, , ,, , ,
570,,Fortescue Street - 2,BOUNDARY ST, ,"502,293.40","6,962,547.20",-27.4606,153.023211,SPRING HILL, , ,, , ,
576,,Dobbs Street - 63,BAPAUME RD, ,"506,112.50","6,954,409.80",-27.534052,153.061904,HOLLAND PARK WEST, , ,, , ,
619,,McConnell Street,MCCONNELL ST, ,"505,795.50","6,964,494.60",-27.443008,153.058645,BULIMBA, , ,Medium,Easy,Easy,
631,,O'Keefe Street,IPSWICH RD, ,"503,582.00","6,958,493.40",-27.497195,153.036264,WOOLLOONGABBA, , ,, , ,
635,,Leichhardt Street - 1,LEICHHARDT ST, ,"502,341.00","6,962,329.00",-27.46257,153.023693,SPRING HILL, , ,Medium, , ,
637,,Leichhardt Street - 2,LEICHHARDT ST, ,"502,153.00","6,962,378.90",-27.462119,153.02179,SPRING HILL, , ,, , ,
642,,Roma St Parklands City Sights,ALBERT ST, ,"501,934.60","6,962,128.70",-27.464379,153.01958,BRISBANE CITY, , ,, , ,
695,,Little Edward Street - 1,LEICHHARDT ST, ,"502,396.70","6,962,352.40",-27.462358,153.024257,SPRING HILL, , ,, , ,
704,,Vernon Terrace - 15,FLORENCE ST, ,"504,926.50","6,963,083.40",-27.455752,153.049857,TENERIFFE, , ,Hard, , ,
705,,Vernon Terrace - 15,VERNON TCE, ,"504,939.90","6,963,092.40",-27.455671,153.049993,TENERIFFE, , ,Easy, , ,
706,,Mercantile Place - 14,MACQUARIE ST, ,"504,938.30","6,962,748.80",-27.458773,153.049978,TENERIFFE, , ,Easy, , ,
707,,Mercantile Place - 14,MACQUARIE ST, ,"504,951.20","6,962,858.80",-27.45778,153.050108,TENERIFFE, , ,Easy, , ,
713,,James Street - 10,JAMES ST, ,"504,289.80","6,962,677.70",-27.459417,153.043415,NEW FARM, , ,, , ,
715,,Teneriffe Hill - 12,CHESTER ST, ,"504,480.50","6,962,813.40",-27.458191,153.045345,NEW FARM, , ,, , ,
721,,Kerry Road - 51,KERRY RD, ,"501,890.70","6,950,199.60",-27.572074,153.019154,ARCHERFIELD, , ,, , ,
723,,Merthyr Central - 11,MERTHYR RD, ,"504,603.90","6,961,881.90",-27.4666,153.046597,NEW FARM, , ,Easy, , ,
724,,Alford Street - 12,MERTHYR RD, ,"504,739.40","6,962,037.30",-27.465197,153.047968,NEW FARM, , ,, , ,
725,,Alford Street - 12,MERTHYR RD, ,"504,746.30","6,962,023.90",-27.465318,153.048038,NEW FARM, , ,, , ,
726,,Merthyr Central - 11,BRUNSWICK ST, ,"504,586.20","6,961,840.80",-27.466971,153.046418,NEW FARM, , ,, , ,
729,,New Farm Junction - 14,MERTHYR RD, ,"504,575.00","6,961,797.10",-27.467366,153.046305,NEW FARM, , ,Easy, , ,
731,,Langshaw Street - 10,BRUNSWICK ST, ,"504,406.50","6,961,942.20",-27.466057,153.044599,NEW FARM, , ,Medium, , ,
732,,Langshaw Street - 10,VILLIERS ST, ,"504,414.60","6,961,953.70",-27.465953,153.044681,NEW FARM, , ,Hard, , ,
734,,Brunswick Street - 9,BRUNSWICK ST, ,"504,228.90","6,962,097.10",-27.464659,153.042801,NEW FARM, , ,, , ,
735,,Heal Street - 8,BRUNSWICK ST, ,"504,093.30","6,962,215.30",-27.463592,153.041428,NEW FARM, , ,, , ,
736,,Kent Street - 7,BRUNSWICK ST, ,"503,973.40","6,962,320.10",-27.462646,153.040214,NEW FARM, , ,, , ,
737,,Harcourt Street - 6,BRUNSWICK ST, ,"503,814.00","6,962,460.10",-27.461383,153.0386,FORTITUDE VALLEY, , ,Medium, , ,
738,,Robertson Street - 5,MARTIN ST, ,"503,708.60","6,962,553.00",-27.460544,153.037533,FORTITUDE VALLEY, , ,Easy, , ,
739,,Robertson Street - 5,ROBERTSON ST, ,"503,628.80","6,962,641.80",-27.459743,153.036726,FORTITUDE VALLEY, , ,Easy, , ,
742,,Kent Street - 7/8,BRUNSWICK ST, ,"503,963.40","6,962,347.30",-27.462401,153.040113,NEW FARM, , ,, , ,
748,,Annie Street - 15,JAMES ST, ,"504,542.70","6,962,499.20",-27.461028,153.045975,NEW FARM, , ,Easy, , ,
752,,Gibbon Street - 13,BEESTON ST, ,"504,472.40","6,962,731.90",-27.458927,153.045263,TENERIFFE, , ,Easy, , ,
757,,Muir Street - 61,MUIR ST, ,"508,717.10","6,961,463.50",-27.470357,153.088231,CANNON HILL, , ,Easy,Medium,Easy,
760,,Ann Street - 4, , ,"503,363.20","6,962,674.90",-27.459445,153.034037,FORTITUDE VALLEY, , ,, , ,
773,,Rees Way  Rafting Ground Road,RAFTING GROUND RD, ,"491,551.40","6,957,511.10",-27.506041,152.914459,BROOKFIELD, , ,, , ,
775,,Rafting Ground West  Rafting Ground Road, , ,"491,335.80","6,958,475.30",-27.497335,152.912283,BROOKFIELD, , ,Easy,Easy,Hard,
784,,Brookes Street - 6/10,BROOKES ST, ,"503,677.30","6,963,388.30",-27.453003,153.037214,FORTITUDE VALLEY, , ,, , ,
786,,James Street - 6,ANN ST, ,"503,820.10","6,963,179.90",-27.454884,153.03866,FORTITUDE VALLEY, , ,, , ,
790,,McConnell Street,MCCONNELL ST, ,"505,751.90","6,964,488.00",-27.443068,153.058204,BULIMBA, , ,Hard, , ,
792,,Whitworth Street - 57,WHITWORTH RD, ,"508,469.60","6,962,310.60",-27.462711,153.08572,CANNON HILL, , ,Hard,Easy,Hard,
794,,Amy Street - 21C,UHLMANN RD, ,"505,878.80","6,962,130.20",-27.464354,153.059499,HAWTHORNE, , ,Medium,Easy,Hard,
798,,Pine Mountain Road @ Gretna Street,SCRUB RD, ,"510,067.10","6,956,167.50",-27.51816,153.101939,CARINDALE, , ,, , ,
799,,Health,NEW LINDUM RD, ,"515,153.20","6,963,563.30",-27.451344,153.153348,WYNNUM WEST, , ,, , ,
813,,HAMILTON / NARTHANYA,HAMILTON RD, ,"500,852.50","6,971,182.30",-27.382643,153.008622,CHERMSIDE WEST, , ,, , ,
830,,Enoggera Terrace - 12,ENOGGERA TCE, ,"500,168.40","6,963,058.80",-27.455983,153.001704,RED HILL, , ,Easy, ,Hard,
831,,Enoggera Terrace - 12,ENOGGERA TCE, ,"500,181.10","6,963,052.00",-27.456044,153.001833,RED HILL, , ,Easy, , ,
836,,Cairns Street - 10,MUSGRAVE RD, ,"500,517.10","6,963,401.90",-27.452885,153.005233,RED HILL, , ,, , ,
839,,Arthur Terrace - 12,ARTHUR TCE, ,"500,071.50","6,963,317.20",-27.45365,153.000724,RED HILL, , ,, , ,
845,,Cochrane Street - 7B,COCHRANE ST, ,"500,406.80","6,963,064.00",-27.455936,153.004117,RED HILL, , ,, , ,
846,,Lower Cairns Terrace - 7A,LOWER CAIRNS TCE, ,"500,453.30","6,962,939.40",-27.457061,153.004588,PADDINGTON, , ,Medium, , ,
852,,Charlotte Street - 6A,MARTHA ST, ,"500,641.60","6,962,622.10",-27.459925,153.006493,PADDINGTON, , ,Medium, , ,
865,,Federal Street - 6,MUSGRAVE RD, ,"500,936.30","6,962,970.20",-27.456783,153.009476,RED HILL, , ,, , ,
866,,Federal Street - 6,MUSGRAVE RD, ,"500,938.00","6,962,991.00",-27.456595,153.009493,RED HILL, , ,Medium, , ,
868,,Hammond Street - 7,MUSGRAVE RD, ,"500,812.70","6,963,026.20",-27.456277,153.008225,RED HILL, , ,Easy, , ,
880,,BLAMEY / SCHOOL,KELVIN GROVE RD, ,"501,287.10","6,963,357.60",-27.453285,153.013025,KELVIN GROVE, , ,Medium, , ,
881,,QUT Musk Avenue,MUSK AVE, ,"501,531.50","6,963,502.50",-27.451976,153.015499,KELVIN GROVE, , ,Medium,Medium, ,
907,,Red Hill - 8,WINDSOR RD, ,"500,676.70","6,963,263.60",-27.454134,153.006848,RED HILL, , ,, , ,
913,,Heussler/Park - 7, , ,"500,406.80","6,962,014.90",-27.465407,153.004117,MILTON, , ,,Medium,Hard,
926,,Winrock Street  Winrock Street, , ,"492,016.00","6,956,959.80",-27.511021,152.91916,BROOKFIELD, , ,Medium, , ,
928,,Park Road - 6,PARK RD, ,"500,501.00","6,961,278.00",-27.47206,153.005071,MILTON, , ,Medium, , ,
1000,,Songbird Way  Lemke Road, , ,"504,340.50","6,976,003.00",-27.339115,153.043881,TAIGUM, , ,, , ,
1007,,Queen Street Bus Station - Platform A10,QUEEN ST, ,"502,527.00","6,961,477.60",-27.470256,153.025577,BRISBANE CITY, , ,Medium, , ,
1012,,Queen Street Bus Station - Platform B3,QUEEN ST, ,"502,470.00","6,961,507.40",-27.469987,153.025,BRISBANE CITY, , ,Medium, , ,
1014,,Goggs Road  Goggs Road,GOGGS RD, ,"494,981.80","6,954,278.90",-27.535238,152.949178,SINNAMON PARK, , ,Medium, , ,
1020,,Upper Roma Street - 3,UPPER ROMA ST, ,"501,375.00","6,961,924.80",-27.46622,153.013917,BRISBANE CITY, , ,, , ,
1027,,Benton Street - 67,ALDERWOOD ST, ,"501,924.10","6,948,158.80",-27.590498,153.019496,ACACIA RIDGE, , ,Hard, , ,
1029,,Victory Street,BATTERSBY ST, ,"503,948.30","6,974,344.00",-27.354094,153.039921,ZILLMERE, , ,Hard, , ,
1030,,Lilley Street - 34,NUDGEE RD, ,"507,182.20","6,966,461.40",-27.425245,153.072665,HENDRA, , ,, , ,
1032,,Grey St,STANLEY ST, ,"501,779.70","6,961,136.00",-27.473341,153.018014,SOUTH BRISBANE, , ,, , ,
1033,,Norris Rd at Barbour Rd - u/n,NORRIS RD, ,"502,642.60","6,977,807.40",-27.322829,153.026712,BRACKEN RIDGE, , ,Medium, , ,
1035,,Wallace Street,WALLACE ST, ,"502,685.90","6,970,463.50",-27.38913,153.027166,CHERMSIDE, , ,Medium, , ,
1036,,Victory Street,BATTERSBY ST, ,"504,040.80","6,974,316.70",-27.35434,153.040856,ZILLMERE, , ,Medium, , ,
1054,,Gray Rd - 13,MONTAGUE RD, ,"500,069.20","6,959,596.40",-27.487242,153.000701,WEST END, , ,Medium, , ,
1058,,Jane St - 10,HARDGRAVE RD, ,"500,703.70","6,960,563.00",-27.478515,153.007123,WEST END, , ,, , ,
1067,,Federation Park,FEDERATION ST, ,"515,076.00","6,963,459.30",-27.452284,153.152568,WYNNUM WEST, , ,, , ,
1068,,Federation Park,FEDERATION ST, ,"515,064.90","6,963,454.50",-27.452327,153.152455,WYNNUM WEST, , ,,Easy,Medium,
1069,,Federation,FEDERATION ST, ,"514,922.00","6,963,393.70",-27.452878,153.15101,WYNNUM WEST, , ,,Medium,Easy,
1072,,Federation St,FEDERATION ST, ,"514,925.50","6,963,406.40",-27.452763,153.151045,WYNNUM WEST, , ,,Medium,Easy,
1096,,Forest Lake Shops  Forest Lake Boulevard,FOREST LAKE BLVD, ,"497,068.40","6,944,432.10",-27.62414,152.970286,FOREST LAKE, , ,Medium, , ,
1099,,Vulture Street -13,STANLEY ST, ,"502,477.50","6,960,100.10",-27.482692,153.025079,SOUTH BRISBANE, , ,Medium, , ,
1102,,Vulture Street - 4,GRAHAM ST, ,"502,444.90","6,960,069.70",-27.482966,153.024749,SOUTH BRISBANE, , ,Medium, , ,
1105,,Brisbane State High - 3,VULTURE ST, ,"501,809.70","6,960,423.30",-27.479775,153.018319,SOUTH BRISBANE, , ,, , ,
1109,,Musgrave Park - 2A,CORDELIA ST, ,"501,682.20","6,960,631.50",-27.477896,153.017028,SOUTH BRISBANE, , ,Medium, , ,
1110,,ERNEST / VULTURE,VULTURE ST, ,"501,865.80","6,960,245.10",-27.481384,153.018887,SOUTH BRISBANE, , ,,Hard,Hard,
1112,,Kennedy Street - 11,BLACKALL TCE, ,"504,094.10","6,959,809.70",-27.48531,153.041444,EAST BRISBANE, , ,Medium, , ,
1117,,Longlands Street - 16,STANLEY ST, ,"504,404.50","6,959,516.40",-27.487957,153.044587,EAST BRISBANE, , ,Medium, , ,
1119,,Stanley Street East - 10,STANLEY ST, ,"503,964.40","6,959,595.40",-27.487245,153.040132,EAST BRISBANE, , ,Medium, , ,
1122,,Glenfield Street - 25,DAVENTRY ST, ,"500,932.40","6,959,351.60",-27.489451,153.009439,WEST END, , ,, , ,
1123,,Ryan Street - 26,RYAN ST, ,"500,787.90","6,959,360.10",-27.489375,153.007976,WEST END, , ,, , ,
1124,,Ryan Street - 27,CARLOW ST, ,"500,533.50","6,959,378.80",-27.489206,153.005401,WEST END, , ,, , ,
1125,,Ryan Street - 28,HOOGLEY ST, ,"500,375.80","6,959,405.00",-27.488969,153.003804,WEST END, , ,Medium, , ,
1126,,Morry Street - 29,RYAN ST, ,"500,223.70","6,959,408.70",-27.488936,153.002265,WEST END, , ,Easy, , ,
1142,,Doris Street - 17,DORNOCH TCE, ,"500,670.20","6,959,629.00",-27.486947,153.006784,WEST END, , ,Medium, , ,
1143,,Katrine Street - 18,DORNOCH TCE, ,"500,910.00","6,959,632.10",-27.486919,153.009212,WEST END, , ,Medium, , ,
1146,,Sankey Street - 20,DORNOCH TCE, ,"501,224.90","6,959,590.00",-27.487299,153.0124,HIGHGATE HILL, , ,Medium, , ,
1149,,Katrine Street - 18,DORNOCH TCE, ,"500,917.90","6,959,619.30",-27.487034,153.009292,WEST END, , ,, , ,
1150,,Doris Street - 17,DORIS ST, ,"500,687.90","6,959,603.70",-27.487175,153.006964,WEST END, , ,, , ,
1151,,Athens Street - 23,PARADISE ST, ,"501,208.20","6,959,387.90",-27.489123,153.012231,HIGHGATE HILL, , ,, , ,
1160,,Dorchester Street - 8, , ,"501,882.20","6,960,128.90",-27.482433,153.019053,HIGHGATE HILL, , ,, , ,
1166,,Beaconsfield Street - 12, , ,"501,837.40","6,959,339.80",-27.489557,153.018601,HIGHGATE HILL, , ,Medium, , ,
1179,,Cemetery - 18/12,ANNERLEY RD, ,"502,753.70","6,958,356.20",-27.498435,153.027879,DUTTON PARK, , ,, , ,
1187,,Dutton Park Primary - 10,ANNERLEY RD, ,"502,754.20","6,958,834.70",-27.494115,153.027883,DUTTON PARK, , ,Medium, , ,
1191,,St Laurence College - 7,STEPHENS RD, ,"502,467.00","6,959,579.00",-27.487396,153.024974,SOUTH BRISBANE, , ,Medium, , ,
1194,,Somerville House - 5,DORCHESTER ST, ,"502,244.50","6,960,017.20",-27.483441,153.022721,SOUTH BRISBANE, , ,, , ,
1195,,St Laurences College - 7,STEPHENS RD, ,"502,468.00","6,959,602.00",-27.487189,153.024984,SOUTH BRISBANE, , ,, , ,
1202,,Stanley Street - 5,RAYMOND TCE, ,"502,606.00","6,960,023.00",-27.483388,153.02638,SOUTH BRISBANE, , ,, , ,
1233,,Oxford Terrace - 22/16,BEATRICE ST, ,"498,491.50","6,958,877.60",-27.49373,152.984728,TARINGA, , ,Medium,Hard,Hard,
1234,,Carmody Road - 21,CARMODY RD, ,"499,888.90","6,958,505.00",-27.497095,152.998875,ST LUCIA, , ,, , ,
1236,,Munro Street - 22,CARMODY RD, ,"500,543.80","6,958,392.80",-27.498107,153.005505,ST LUCIA, , ,Medium, , ,
1237,,Munro Street - 22,CARMODY RD, ,"500,593.00","6,958,399.60",-27.498046,153.006004,ST LUCIA, , ,Medium, , ,
1239,,Jesmond Road - District Stop,JESMOND RD, ,"496,125.50","6,956,851.20",-27.51202,152.960769,INDOOROOPILLY, , ,Medium, , ,
1257,,Clara Street - 96,BAY TCE, ,"517,280.90","6,964,276.10",-27.444884,153.174869,WYNNUM, , ,Medium, , ,
1259,,Clara Street - 96,BAY TCE, ,"517,261.00","6,964,281.00",-27.44484,153.174668,WYNNUM, , ,Medium, , ,
1265,,Guardian Angels School - 95,BAY TCE, ,"517,410.10","6,964,124.10",-27.446254,153.176179,WYNNUM, , ,Medium, , ,
1268,,Walnut Street - 94/93,BAY TCE, ,"517,557.20","6,963,932.30",-27.447984,153.17767,WYNNUM, , ,Medium, , ,
1271,,Picton Parade - 91,KINGSLEY TCE, ,"517,760.10","6,963,800.20",-27.449174,153.179725,WYNNUM, , ,Medium, , ,
1272,,Picton Parade - 91,KINGSLEY TCE, ,"517,819.50","6,963,779.70",-27.449358,153.180327,WYNNUM, , ,Medium, , ,
1279,,Nelson Parade - 89,KINGSLEY TCE, ,"518,128.90","6,963,563.20",-27.451309,153.183461,MANLY, , ,Medium, , ,
1280,,Gordon Parade - 90,KINGSLEY TCE, ,"517,905.90","6,963,715.90",-27.449933,153.181202,WYNNUM, , ,, , ,
1305,,Catamaran - 55,MANLY RD, ,"516,052.30","6,960,890.40",-27.475465,153.162482,WAKERLEY, , ,Medium, , ,
1306,,Catamaran - 55,MANLY RD, ,"516,096.60","6,960,899.60",-27.475381,153.16293,MANLY WEST, , ,Medium, , ,
1310,,Barramundi - 62,MANLY RD, ,"516,905.80","6,961,358.70",-27.471226,153.171114,MANLY WEST, , ,Medium, , ,
1311,,Amberjack - 56/61,MANLY RD, ,"516,642.70","6,961,050.20",-27.474015,153.168455,MANLY WEST, , ,Medium,Medium,Hard,
1324,,Mt Gravatt Bus Service,REMBRANDT WAY, ,"512,438.30","6,953,505.60",-27.542172,153.125977,MACKENZIE, , ,Medium, , ,
1326,,Gainsborough Park,GRIEVE RD, ,"513,265.50","6,951,672.60",-27.558712,153.134375,ROCHEDALE, , ,Hard, , ,
1327,,Grieve Rd,GRIEVE RD, ,"513,591.00","6,951,025.00",-27.564555,153.137679,ROCHEDALE, , ,Medium, , ,
1330,,Kurilpa Street - 11,MONTAGUE RD, ,"500,276.30","6,959,968.70",-27.48388,153.002797,WEST END, , ,Medium, , ,
1331,,Kurilpa Street - 11,MONTAGUE RD, ,"500,287.50","6,959,959.70",-27.483962,153.00291,WEST END, , ,Hard, , ,
1339,,Grieve Rd,GRIEVE RD, ,"513,593.20","6,951,050.90",-27.564321,153.137701,ROCHEDALE, , ,, , ,
1340,,Grieve Rd FS Ford Rd,GRIEVE RD, ,"513,154.70","6,950,312.10",-27.570995,153.133267,ROCHEDALE, , ,, , ,
1349,,Grieve Rd app Ford Rd,GRIEVE RD, ,"513,159.80","6,950,299.00",-27.571114,153.133319,ROCHEDALE, , ,Medium, , ,
1374,,Gerler Street - 15,GERLER ST, ,"498,558.30","6,961,975.60",-27.465761,152.985408,BARDON, , ,,Medium,Medium,
1375,,Gerler/Hebe - 15B,GERLER ST, ,"498,374.60","6,962,098.30",-27.464653,152.983549,BARDON, , ,,Easy,Hard,
1376,,Gerler/Hebe - 15B,GERLER ST, ,"498,385.60","6,962,103.30",-27.464608,152.983661,BARDON, , ,,Easy,Easy,
1377,,Gerler Street - 15,GERLER ST, ,"498,571.60","6,961,991.30",-27.46562,152.985543,BARDON, , ,,Hard,Medium,
1378,,Mahara/Hebe - 15C,MAHARA ST, ,"498,535.30","6,962,168.50",-27.46402,152.985176,BARDON, , ,,Easy,Hard,
1379,,Mahara/Hebe - 15C,HEBE ST, ,"498,525.30","6,962,158.50",-27.46411,152.985075,BARDON, , ,,Hard, ,
1380,,Warburton Street - 16,WARBURTON ST, ,"498,645.00","6,962,276.90",-27.463041,152.986286,BARDON, , ,Medium,Hard,Medium,
1381,,Mahara Street - 15D,ROSALIE ST, ,"498,637.00","6,962,155.00",-27.464142,152.986205,BARDON, , ,Hard, , ,
1382,,HAINING / MAIN,HAINING ST, ,"498,251.40","6,961,716.20",-27.468103,152.982302,BARDON, , ,, , ,
1385,,Main Avenue - 28,HARWOOD ST, ,"498,268.70","6,961,620.10",-27.468971,152.982477,BARDON, , ,Medium,Hard,Easy,
1386,,Birdwood Terrace - District Stop,MT COOT-THA RD, ,"498,335.80","6,961,384.00",-27.471102,152.983156,TOOWONG, , ,Medium, , ,
1388,,Ennever Street - 27,MT COOT-THA RD, ,"498,478.90","6,961,406.70",-27.470897,152.984604,TOOWONG, , ,Medium,Medium,Easy,
