HASTUS_ID,TRANSLINK_ID,DESCRIPTION,STREET_NAME,NEAREST_CROSS_STREET,EASTING,NORTHING,LATITUDE,LONGITUDE,SUBURB,BUS_STOP_TYPE,TACTILE_GROUND_SURF_INDICAT Y_N,BOARDING_POINT,ROAD_GRADIENT,CROSS_FALL,DATE_OF_LAST_AUDIT
5822,305548,Hellawell Road  Hellawell Road,Hellawell Rd,Pinelands Rd,"505,623.80","6,947,180.30",-27.599321,153.056988,SUNNYBANK HILLS,Regular with seat,Y,Medium,Medium,Hard,28/11/2011 0:00
5823,305572,Borella  Hellawell Road,Hellawell Rd,The Avenue,"505,155.60","6,947,271.50",-27.5985,153.052243,SUNNYBANK HILLS,Intermediate,N,,Medium,Hard,24/05/2007 0:00
5824,305549,Borella  Hellawell Road,Hellawell Rd,Luke Cl,"505,212.50","6,947,247.60",-27.598715,153.05282,SUNNYBANK HILLS,Regular with seat,Y,Medium,Easy,Medium,29/07/2008 0:00
5825,300470,Learoyd Road  Watson Road,Watson Rd,Learoyd Rd,"501,791.20","6,947,635.80",-27.595219,153.01815,ACACIA RIDGE,Intermediate,N,Medium,Easy,Hard,21/03/2007 0:00
5827,300472,Bellamy Street  Bellamy Street,Bellamy St,Marnham St,"502,335.90","6,947,851.60",-27.59327,153.023669,ACACIA RIDGE,Intermediate,N,Medium,Easy,Hard,21/03/2007 0:00
5828,300460,Bellamy Street  Bellamy Street,Bellamy St,Limerick St,"502,328.40","6,947,840.70",-27.593369,153.023593,ACACIA RIDGE,Intermediate,Y,,Easy,Easy,21/03/2007 0:00
5829,305512,Cazna Gardens  Hellawell Road,Hellawell Rd,Jackson Rd,"504,204.30","6,947,333.50",-27.597943,153.042603,SUNNYBANK HILLS,Intermediate,Y,Medium,Easy,Easy,24/05/2007 0:00
5831,305570,Stringybark Street - 75,Hellawell Rd,Jackson Rd,"504,463.00","6,947,382.10",-27.597504,153.045225,SUNNYBANK HILLS,Regular,Y,Medium,Easy,Hard,24/05/2007 0:00
5832,305551,Stringybark Street - 75,Hellawell Rd,Jackson Rd,"504,424.70","6,947,372.00",-27.597595,153.044836,SUNNYBANK HILLS,Regular with seat,Y,Medium,Easy,Easy,24/05/2007 0:00
5833,305571,Signata Street  Hellawell Road,Hellawell Rd,Signata St,"504,881.90","6,947,314.70",-27.598111,153.04947,SUNNYBANK HILLS,Intermediate,Y,Medium, ,Medium,24/05/2007 0:00
5834,305550,Signata Street  Hellawell Road,Hellawell Road,The Avenue,"504,940.70","6,947,291.30",-27.598322,153.050066,SUNNYBANK HILLS,Intermediate,Y,Medium,Medium,Easy,11/10/2010 0:00
5836,303069,Algester East  Algester Road,Algester Rd,Central St,"504,019.90","6,945,764.00",-27.612113,153.04074,CALAMVALE,Intermediate,Y,Medium,Medium,Easy,28/03/2007 0:00
5838,307473,Persse Road,Persse Rd,Gumtree St,"507,803.60","6,946,066.60",-27.609365,153.079084,RUNCORN,Regular,Y,Medium,Easy,Hard,11/10/2010 0:00
5839,307474,Persse Road,Persse Rd,Gumtree St,"507,822.30","6,946,093.90",-27.609118,153.079273,RUNCORN,Regular,Y,Medium,Easy,Easy,11/10/2010 0:00
5841,303116,Algester East  Algester Road,Algester Rd,Ridgewood Rd,"503,926.90","6,945,699.00",-27.6127,153.039798,ALGESTER,Intermediate,Y,Medium,Easy,Medium,29/03/2007 0:00
5842,303117,Algester Central - 78A,Algester Rd,Ridgewood Rd,"504,070.10","6,945,844.90",-27.611382,153.041248,ALGESTER,Regular with seat,Y,Medium,Easy,Hard,27/11/2009 0:00
5843,303118,Dellforest Drive - 78,Algester Rd,Ridgewood Rd,"504,160.70","6,945,983.10",-27.610134,153.042166,ALGESTER,Intermediate,Y,Medium,Medium,Easy,16/12/2009 0:00
5846,303102,Rapanea Street - 82,Ridgewood Rd,Rapanea St,"503,456.90","6,945,823.40",-27.611578,153.035034,ALGESTER,Regular with seat,Y,,Medium,Hard,27/11/2009 0:00
5847,303098,Rapanea Street - 82,Ridgewood Rd,Whitewood St,"503,516.00","6,945,827.90",-27.611537,153.035633,ALGESTER,Regular with seat,Y,Hard,Medium,Hard,27/11/2009 0:00
5848,303103,Algester  Ridgewood Road,Ridgewood Rd,Silkwood St,"503,284.90","6,945,847.90",-27.611357,153.033291,ALGESTER,Regular,Y,Medium,Medium,Hard,23/07/2008 0:00
5849,303097,Algester  Ridgewood Road,Ridgewood Rd,Silkwood St,"503,271.30","6,945,860.50",-27.611244,153.033153,ALGESTER,Intermediate,Y,Medium,Medium,Hard,23/07/2008 0:00
5850,303104,Woollybutt Street - 84,Ridgewood Rd,Woollybutt St,"503,109.30","6,945,704.10",-27.612656,153.031512,ALGESTER,Regular with seat,Y,Medium,Easy,Hard,27/11/2009 0:00
5851,303096,Woollybutt Street - 84,Ridgewood Rd,Woollybutt St,"503,114.20","6,945,737.90",-27.612351,153.031561,ALGESTER,Regular with seat,Y,Medium,Hard,Hard,16/12/2009 0:00
5852,303105,Bonewood Street - 85/86,Endiandra St,Ridgewood Rd,"503,074.50","6,945,582.10",-27.613758,153.031159,ALGESTER,Regular,Y,Medium,Easy,Hard,27/11/2009 0:00
5853,303110,Bonewood Street - 86/85,Endiandra St,Satinash St,"503,117.60","6,945,519.10",-27.614326,153.031596,ALGESTER,Regular with seat,Y,Medium,Medium,Medium,27/11/2009 0:00
5854,303109,Endiandra Street - 87,Endiandra St,Macaranga St,"503,208.60","6,945,274.70",-27.616532,153.032519,ALGESTER,Regular with seat,N,Hard,Easy,Medium,29/03/2007 0:00
5855,303099,Limewood Place - 81,Ridgewood Rd,Limewood Pl,"503,699.10","6,945,798.20",-27.611805,153.037489,ALGESTER,Regular with seat,Y,,Medium,Hard,20/02/2011 0:00
5856,303101,Limewood Place - 81,Ridgewood Rd,Cederla Pl,"503,627.80","6,945,795.00",-27.611834,153.036766,ALGESTER,Regular with seat,Y,,Medium,Hard,27/11/2009 0:00
5857,303100,Satinwood Street - 80,Ridgewood Rd,Satinwood St,"503,808.80","6,945,750.80",-27.612233,153.038601,ALGESTER,Regular,Y,,Hard,Medium,27/11/2009 0:00
5858,303111,Ridgewood Park  Ridgewood Road,Ridgewood Rd,Yorrell St,"502,848.20","6,945,159.90",-27.61757,153.028867,ALGESTER,Intermediate,Y,,Easy,Easy,23/07/2008 0:00
5859,,Hellicia St 85A,Ridgewood Road, ,"502,769.10","6,944,915.70",-27.619774,153.028066,ALGESTER,Regular, ,Medium,Medium,Medium,
5860,303095,Ridgewood Park  Ridgewood Road,Ridgewood Rd,Yorrell St,"502,892.50","6,945,333.90",-27.615999,153.029315,ALGESTER,Intermediate,Y,Medium,Easy,Medium,23/07/2008 0:00
5861,303094,Helica Street - 85A,Ridgewood Rd,Helicia St,"502,755.60","6,944,930.10",-27.619644,153.027929,ALGESTER,Regular with seat,Y,,Medium,Easy,27/11/2009 0:00
5863,303093,Ridgewood Heights  Ridgewood Road,Ridgewood Rd,Crestone Pl,"502,697.60","6,944,410.70",-27.624333,153.027342,ALGESTER,Intermediate,Y,Medium,Easy,Medium,23/07/2008 0:00
5865,305448,Durbell Street - 73,Beaudesert Rd,McCotter St,"503,156.80","6,947,791.20",-27.593814,153.031987,ACACIA RIDGE,Regular with seat,N,,Easy,Easy,24/05/2010 0:00
5866,305467,Durbell Street - 73,Beaudesert Rd,McCotter St,"503,150.00","6,947,834.70",-27.593421,153.031918,ACACIA RIDGE,Regular,Y,Hard,Medium,Hard,28/06/2011 0:00
5893,305478,Compton Road  Compton Road,Compton Rd,Chateau St,"505,825.50","6,945,833.80",-27.611476,153.059038,SUNNYBANK HILLS,Intermediate,N,,Easy,Easy,24/05/2007 0:00
5895,305395,Calamvale North  Gowan Road,Gowan Rd,Chenin St,"506,028.30","6,945,336.10",-27.615968,153.061096,CALAMVALE,Intermediate,Y,Medium,Hard,Easy,20/12/2010 0:00
5896,305393,Pennant Hills  Gowan Road,Gowan Rd,Lacebark St,"505,929.00","6,944,723.10",-27.621503,153.060093,CALAMVALE,Intermediate,N,,Easy,Medium,22/05/2007 0:00
5897,300909,Yowoggera Park - 15,Sandgate Rd,Beaumont St,"504,211.80","6,965,060.40",-27.437906,153.042617,ALBION,Intermediate,N,Hard,Easy,Easy,20/04/2007 0:00
5906,307562,Holyrood Sts,Benhiam Rd,Holyrood St,"503,938.90","6,944,302.80",-27.625305,153.039924,CALAMVALE,Regular,Y,Medium,Easy,Easy,15/06/2012 0:00
5908,307561,Holyrood St,Benhiam Rd,Hamish St,"503,938.90","6,944,184.60",-27.626372,153.039924,CALAMVALE,Regular,Y,Hard,Easy,Medium,15/06/2012 0:00
5911,304643,Northcliffe - 36,Wynnum Rd,Northcliffe St,"509,827.20","6,961,485.50",-27.470151,153.099466,CANNON HILL,Intermediate,N,Medium,Medium,Medium,16/05/2007 0:00
5912,304654,Northcliffe - 36,Wynnum Rd,Northcliffe St,"509,877.50","6,961,509.90",-27.469931,153.099975,MURARRIE,Intermediate,Y,Medium,Easy,Easy,20/03/2010 0:00
5913,304644,Cannon Hill  Wynnum Road,Wynnum Rd,Rawlinson St,"509,660.50","6,961,511.60",-27.469917,153.097779,CANNON HILL,Intermediate,N,Hard,Easy,Easy,16/05/2007 0:00
5914,304653,Cannon Hill  Wynnum Road,Wynnum Rd,Rawlinson St,"509,662.80","6,961,545.30",-27.469613,153.097802,MURARRIE,Regular with seat,Y,Medium,Easy,Hard,20/03/2010 0:00
5915,304645,Murarrie South  Railway Terrace,Railway Tce,Herbert St,"510,089.30","6,962,087.30",-27.464716,153.102114,MURARRIE,Regular with seat,Y,Medium,Easy,Easy,15/06/2012 0:00
5916,304652,Murarrie South  Railway Terrace,Railway Tce,Herbert St,"510,104.80","6,962,078.40",-27.464797,153.102271,MURARRIE,Intermediate,Y,Medium,Medium,Easy,15/06/2012 0:00
5917,304651,Murarrie  Queensport Road,Queensport Rd,Railway Tce,"510,369.40","6,962,143.40",-27.464208,153.104949,MURARRIE,Intermediate,Y,Medium,Hard,Hard,21/05/2007 0:00
5918,304646,Murarrie  Queensport Road,Queensport Rd,Railway Tce,"510,358.40","6,962,161.60",-27.464044,153.104837,MURARRIE,Intermediate,Y,,Hard,Medium,21/05/2007 0:00
5919,304647,Murarrie North  Queensport Road,Queensport Rd,Ives St,"510,393.30","6,962,362.10",-27.462233,153.105189,MURARRIE,Intermediate,N,Medium,Hard,Easy,21/05/2007 0:00
5920,304650,Murarrie North  Queensport Road,Queensport Rd,Ives St,"510,421.50","6,962,448.90",-27.461449,153.105473,MURARRIE,Intermediate,Y,Medium,Medium,Medium,21/05/2007 0:00
5921,304655,Murarrie Park - 37,Wynnum Rd,Northcliffe St,"510,079.00","6,961,476.30",-27.470232,153.102015,MURARRIE,Regular with seat,Y,,Easy,Easy,20/03/2010 0:00
5922,304642,Murarrie Park - 37,Wynnum Rd,Northcliffe St,"510,132.20","6,961,434.60",-27.470609,153.102554,CANNON HILL,Intermediate,N,Hard,Easy,Hard,16/05/2007 0:00
5923,304656,Bulimba Creek - 38,Wynnum Rd,Victor St,"510,824.00","6,961,317.90",-27.471657,153.109557,TINGALPA,Regular with seat,Y,,Easy,Hard,20/03/2010 0:00
5924,304641,Bulimba Creek - 38,Wynnum Rd,Container St,"510,775.20","6,961,299.30",-27.471825,153.109063,TINGALPA,Intermediate,Y,,Easy,Easy,20/03/2010 0:00
5925,304657,Murarrie Road  Wynnum Road,Wynnum Rd,Murarrie Rd,"511,129.00","6,961,222.10",-27.472519,153.112645,TINGALPA,Intermediate,Y,,Easy,Medium,20/03/2010 0:00
5926,304640,Murarrie Road  Wynnum Road,Wynnum Rd,Murarrie Rd,"511,154.50","6,961,180.30",-27.472896,153.112903,TINGALPA,Intermediate,N,,Easy,Hard,16/05/2007 0:00
5928,304661,Cannon Hill Shopping Centre - Zone C,Creek Rd,Cannon Hill Kmart Plaza,"509,547.10","6,961,395.30",-27.470968,153.096632,CANNON HILL, , ,, , ,21/05/2007 0:00
5929,304663,Cannon Hill Shopping Centre - Zone A,Creek Rd,Cannon Hill Kmart Plaza,"509,551.00","6,961,421.50",-27.470731,153.096671,CANNON HILL, , ,, , ,21/05/2007 0:00
5930,304667,Cannon Hill Shopping Centre - Zone F,Creek Rd,Cannon Hill Kmart Plaza,"509,535.90","6,961,397.50",-27.470948,153.096519,CANNON HILL, , ,, , ,21/05/2007 0:00
5931,304662,Cannon Hill Shopping Centre - Zone B,Creek Rd,Cannon Hill Kmart Plaza,"509,548.80","6,961,406.90",-27.470863,153.096649,CANNON HILL, , ,Medium, , ,21/05/2007 0:00
5932,304799,Old Stockyards  Creek Road,Creek Rd,Richmond Rd,"509,412.20","6,961,000.10",-27.474536,153.09527,CANNON HILL,Intermediate,Y,Medium,Medium,Hard,22/05/2007 0:00
5933,304665,Cannon Hill Shopping Centre - Zone E,Creek Rd,Cannon Hill Kmart Plaza,"509,537.20","6,961,408.50",-27.470848,153.096532,CANNON HILL, , ,Hard, , ,21/05/2007 0:00
5934,304668,Old Stockyards  Creek Road,Creek Rd,Richmond Rd,"509,445.70","6,961,008.10",-27.474464,153.095609,CANNON HILL,Intermediate,Y,,Hard,Easy,20/03/2010 0:00
5935,304776,Foxmont Drive - 49,Creek Rd,Foxmont Dr,"509,461.90","6,960,326.50",-27.480617,153.095778,CARINA,Intermediate,Y,,Medium,Medium,22/05/2007 0:00
5936,304664,Cannon Hill Shopping Centre - Zone D,Creek Rd,Cannon Hill Kmart Plaza,"509,538.90","6,961,419.10",-27.470753,153.096549,CANNON HILL, , ,, , ,21/05/2007 0:00
5937,304777,Carina North  Creek Road,Creek Rd,Billan St,"509,617.00","6,960,009.20",-27.483481,153.09735,CARINA,Intermediate,N,Medium, , ,22/05/2007 0:00
5938,304797,Carina North  Creek Road,Creek Rd,Billan St,"509,542.80","6,960,052.40",-27.483091,153.096599,CARINA,Intermediate,Y,Medium,Hard,Easy,22/05/2007 0:00
5946,304745,Orana Street - 43,Stanley Rd,Merle St,"509,402.50","6,959,388.30",-27.489088,153.095184,CARINA,Regular with seat,Y,Hard,Easy,Hard,21/05/2007 0:00
5947,304756,Orana Street - 43,Stanley Rd,Orana St,"509,431.80","6,959,369.60",-27.489256,153.095481,CARINA,Intermediate,Y,, ,Easy,21/05/2007 0:00
5949,304746,Carina Bowls - 44,Stanley Rd,Chesney St,"509,654.30","6,959,348.30",-27.489447,153.097733,CARINA,Intermediate,Y,,Medium,Medium,21/05/2007 0:00
5950,304749,Carina Bowls - 44,Stanley Rd,Chesney St,"509,623.90","6,959,339.00",-27.489531,153.097426,CARINA,Intermediate,Y,,Hard,Easy,21/05/2007 0:00
5957,304611,Baynes Street - 55,Baynes St,Stevenson Ct,"511,301.70","6,958,790.80",-27.494467,153.114416,CARINDALE,Intermediate,Y,Medium,Easy,Medium,16/05/2007 0:00
5960,304609,Cadogan Park - 65/54A,Cadogan St,Rhuddlan St,"511,201.20","6,958,614.80",-27.496057,153.1134,CARINDALE,Regular,Y,Medium,Easy,Easy,20/07/2012 0:00
5961,304616,Cadogan Park - 65/54A,Cadogen St,Rhuddlan St,"511,207.90","6,958,601.70",-27.496175,153.113468,CARINDALE,Regular with seat,Y,Medium, , ,16/05/2007 0:00
5962,304608,Whitecastle St - 65/54,Cadogan St,Whitecastle St,"511,058.20","6,958,637.20",-27.495856,153.111952,CARINDALE,Regular,Y,,Easy,Hard,20/12/2010 0:00
5963,304607,Bamburgh St - 67/53,Cadogan St,Bamburgh St,"510,686.40","6,958,608.90",-27.496115,153.108188,CARINDALE,Regular,Y,Easy,Easy,Hard,20/12/2010 0:00
5965,304602,Tristan St - 68/52,Bedivere St,Tristan St,"510,453.40","6,958,418.00",-27.49784,153.105831,CARINDALE,Regular with seat,Y,Hard, , ,16/05/2007 0:00
5966,304618,Bamburgh St - 67/53,Cadogen St,Bedivere St,"510,658.30","6,958,601.40",-27.496183,153.107904,CARINDALE,Regular with seat,Y,Hard, , ,16/05/2007 0:00
5968,304601,Edred St - 69/51,Bedivere St,Edred St,"510,342.70","6,958,366.70",-27.498304,153.104711,CARINDALE,Regular,Y,, , ,16/05/2007 0:00
5970,304598,Cuthred Street - 53,Tristan St,Cuthred St,"510,283.40","6,958,721.00",-27.495106,153.104107,CARINDALE,Regular with seat,N,Medium,Hard,Hard,16/05/2007 0:00
5971,304619,Cuthred Street - 53,Tristan St,Cuthred St,"510,286.10","6,958,692.40",-27.495364,153.104135,CARINDALE,Regular,Y,Medium,Hard,Medium,16/05/2007 0:00
5972,304597,Gorlois Court - 54,Tristan St,Gorlois Ct,"510,280.90","6,958,969.20",-27.492865,153.10408,CARINDALE,Regular with seat,Y,Medium, , ,16/05/2007 0:00
5973,304620,Gorlois Court - 54,Tristan St,Gorlois Ct,"510,266.60","6,958,956.40",-27.492981,153.103935,CARINDALE,Regular with seat,Y,Medium, , ,5/08/2008 0:00
5976,304592,Epala St - 56,Meadowlands Rd,Epala St,"511,068.30","6,958,950.70",-27.493026,153.112051,CARINDALE,Regular,Y,Medium,Medium,Easy,19/06/2009 0:00
5977,304622,Greenfields Place-57,Meadowlands Rd,Bedivere St,"510,829.00","6,959,012.60",-27.492469,153.109628,CARINA,Intermediate,Y,Medium,Easy,Easy,16/05/2007 0:00
5978,304593,Hilltop Court,Meadowlands Rd,Bedivere St,"510,771.20","6,958,999.80",-27.492585,153.109043,CARINDALE,Regular,Y,, , ,16/05/2007 0:00
5979,304623,Epala St - 56,Meadowlands Rd,Epala St,"511,084.90","6,958,970.30",-27.492849,153.112219,CARINA,Intermediate,N,,Easy,Medium,16/05/2007 0:00
5980,304603,Bedivere Street  Bedivere Street,Bedivere St,Agravain St,"510,627.50","6,958,672.30",-27.495543,153.107591,CARINDALE,Regular with seat,Y,Medium, , ,16/05/2007 0:00
5981,304606,Bedivere Street  Bedivere Street,Bedivere St,Cadogan St,"510,630.00","6,958,631.20",-27.495914,153.107617,CARINDALE,Intermediate,Y,Medium,Medium,Hard,16/05/2007 0:00
5982,304752,Clem Jones Centre - 39,Zahel St,Daniels St,"509,576.80","6,959,018.30",-27.492427,153.096951,CARINA,Intermediate,N,Medium,Medium,Hard,21/05/2007 0:00
5988,304615,Breadsell St - 64/63,Cadogan St,Breadsell St,"511,509.90","6,958,427.30",-27.497747,153.116527,CARINDALE,Regular,Y,Easy, , ,20/12/2010 0:00
5990,304612,Breadsell St - 64/63,Cadogan St,Breadsell St,"511,597.60","6,958,462.30",-27.497431,153.117414,CARINDALE,Regular,Y,Medium, , ,20/03/2010 0:00
5991,304750,Adelaide-Stanley - 39,Adelaide St,Stanley Rd,"509,508.60","6,959,277.60",-27.490086,153.096259,CARINA,Regular,Y,Medium,Medium,Medium,20/12/2010 0:00
5992,304614,Rolls Court - 62,Cadogan St,Rolls Ct,"511,707.60","6,958,743.80",-27.494888,153.118525,CARINDALE,Regular,Y,Medium, , ,20/03/2010 0:00
5993,304613,Rolls Court - 62,Cadogan St,Breadsell St,"511,680.80","6,958,748.20",-27.494849,153.118254,CARINDALE,Regular,Y,Medium, , ,20/03/2010 0:00
5994,304591,Wright St - 60/61,Meadowlands Rd,Wright St,"512,191.20","6,958,880.90",-27.493646,153.12342,CARINDALE,Intermediate,Y,Medium,Easy,Easy,16/05/2008 0:00
5995,304624,Wright St - 60-61,Meadowlands Rd,Wright St,"512,057.50","6,958,873.40",-27.493715,153.122066,CARINDALE,Intermediate,Y,Easy,Easy,Easy,16/05/2008 0:00
5996,304590,Hillcroft Place - 59/55,Belmont Rd,Barada St,"512,642.10","6,959,075.80",-27.491883,153.127983,BELMONT,Intermediate,Y,Medium,Medium,Easy,16/05/2007 0:00
5997,304625,Hillcroft Place - 59/55,Belmont Rd,Meadowlands Rd,"512,635.60","6,959,033.50",-27.492265,153.127917,BELMONT,Intermediate,N,Medium,Medium,Easy,16/05/2007 0:00
5998,304589,Rechner St - 58/54,Belmont Rd,Rechner St,"512,583.40","6,959,394.20",-27.489009,153.127385,BELMONT,Intermediate,Y,Medium,Easy,Hard,15/06/2012 0:00
5999,304626,Rechner St - 58/54,Belmont Rd,Rechner St,"512,572.90","6,959,374.20",-27.489189,153.127279,BELMONT,Intermediate,Y,Medium,Medium,Medium,16/05/2007 0:00
6000,304588,Burstall St - 57/53,Belmont Rd,Marwood St,"512,534.50","6,959,660.30",-27.486607,153.126887,BELMONT,Intermediate,N,,Medium,Hard,16/05/2007 0:00
6001,304627,Burstall St - 57/53,Belmont Rd,Burstall Av,"512,503.40","6,959,752.00",-27.485779,153.126571,BELMONT,Intermediate,Y,,Easy,Medium,16/05/2007 0:00
6003,304628,Eversholt St - 56/52,Belmont Rd,Eversholt St,"512,549.70","6,960,023.70",-27.483326,153.127037,BELMONT,Intermediate,N,Easy, ,Medium,16/05/2007 0:00
6004,304586,Peachdale St - 55/51,Thurston St,Peachdale St,"512,698.80","6,960,078.30",-27.482832,153.128546,TINGALPA,Intermediate,Y,Medium,Hard,Hard,16/05/2007 0:00
6005,304629,Peachdale St - 55/51,Thurston St,Belmont Rd,"512,690.10","6,960,091.90",-27.482709,153.128458,TINGALPA,Regular with seat,Y,Easy,Hard,Easy,20/03/2010 0:00
6006,304585,Loughrea St - 54/50,Thurston St,Cashel St,"512,937.30","6,960,083.70",-27.482781,153.13096,TINGALPA,Intermediate,N,,Easy,Easy,16/05/2007 0:00
6008,304634,Cahia St - 50/46,Annette St,Cahir St,"513,186.10","6,960,424.70",-27.4797,153.133475,TINGALPA,Regular with seat,Y,Easy,Easy,Hard,20/03/2010 0:00
6009,304581,Cahia St - 50/46,Annette St,Cahir St,"513,193.60","6,960,435.60",-27.479601,153.133551,TINGALPA,Regular with seat,Y,Easy,Easy,Easy,26/11/2010 0:00
6010,304633,Roscrea St - 51/47,Castlerea St,Roscrea St,"513,398.70","6,960,260.40",-27.481181,153.135629,TINGALPA,Regular,N,Easy,Easy,Medium,16/05/2007 0:00
6012,304632,Wallington St - 52/48,Thurston St,Wallington St,"513,379.00","6,960,048.20",-27.483097,153.135432,TINGALPA,Regular with seat,Y,,Easy,Easy,20/03/2010 0:00
6013,304583,Wallington St - 52/48,Thurston St,Wallington St,"513,387.90","6,960,035.10",-27.483215,153.135522,TINGALPA,Regular with seat,Y,Hard,Easy,Medium,26/11/2010 0:00
6014,304631,McCorkell St - 53/49,Thurston St,McCorkel St,"513,128.90","6,960,089.60",-27.482726,153.1329,TINGALPA,Regular,Y,,Easy,Medium,20/03/2010 0:00
6017,307084,Jarrow St - 49/45,Annette St,Jarrow St,"512,814.50","6,960,466.20",-27.479329,153.129713,TINGALPA,Intermediate,Y,,Medium,Hard,21/08/2007 0:00
6019,304635,Annette St - 48/44,Belmont Rd,Annette St,"512,708.70","6,960,546.20",-27.478607,153.128641,TINGALPA,Intermediate,Y,Easy,Easy,Medium,15/06/2012 0:00
6020,304578,Palgrave St - 47/43,Belmont Rd,Manly Rd,"512,778.30","6,960,868.40",-27.475698,153.129342,TINGALPA,Regular with seat,Y,,Medium,Hard,16/05/2007 0:00
6024,304576,Tingalpa East  Manly Road,Manly Rd,Castlerea St,"513,170.20","6,960,825.60",-27.476081,153.13331,TINGALPA,Intermediate,Y,,Easy,Easy,15/06/2012 0:00
6025,304543,Tingalpa East  Manly Road,Manly Rd,Castlerea St,"513,182.90","6,960,855.20",-27.475813,153.133438,TINGALPA,Intermediate,Y,Medium,Easy,Easy,16/05/2007 0:00
6026,304575,Villanova Park - 45,Manly Rd,New Cleveland Rd,"513,673.80","6,960,766.90",-27.476606,153.138408,TINGALPA,Intermediate,Y,,Easy,Easy,16/05/2007 0:00
6032,304429,Arena - 43,Wynnum Rd,Manly Rd,"512,877.40","6,961,084.70",-27.473744,153.130343,TINGALPA,Intermediate,Y,Medium,Easy,Easy,20/03/2010 0:00
6033,304329,Arena - 43,Wynnum Rd,Hemmant and Tingalpa Rd,"512,955.70","6,961,190.50",-27.472788,153.131135,TINGALPA,Regular with seat,Y,Medium,Easy,Easy,20/03/2010 0:00
6034,304428,Hemmant Cemetery - 44,Wynnum Rd,Hemmant and Tingalpa Rd,"513,334.30","6,961,459.90",-27.470353,153.134964,TINGALPA,Regular with seat,Y,Medium,Easy,Easy,20/03/2010 0:00
6035,304330,Hemmant Cemetery - 44,Wynnum Rd,Hemmant and Tingalpa Rd,"513,316.80","6,961,487.10",-27.470107,153.134786,TINGALPA,Regular with seat,Y,Easy,Easy,Hard,20/03/2010 0:00
6037,304331,Bognor Road - 45,Wynnum Rd,Bognor St,"513,937.00","6,961,945.50",-27.465962,153.141058,TINGALPA,Intermediate,Y,Easy,Easy,Easy,20/03/2010 0:00
6039,304332,Kianawah Rd - 46-49,Wynnum Rd,Kianawah Rd,"514,266.80","6,962,197.90",-27.46368,153.144393,WYNNUM WEST,Regular with seat,Y,,Easy,Medium,20/03/2010 0:00
1,,Herschel St app Nth Quay (r) (Stop 1),HERSCHEL ST, ,"501,885.00","6,961,746.00",-27.467834,153.019079,BRISBANE CITY, , ,, , ,
2,,Herschel St app Nth Quay (Stop 2),NORTH QUAY, ,"501,851.90","6,961,717.10",-27.468095,153.018744,BRISBANE CITY, , ,, , ,
3,,Turbot St F/S Albert St (Stop 3),TURBOT ST, ,"502,311.30","6,961,837.30",-27.467009,153.023393,BRISBANE CITY, , ,, , ,
17,,Adelaide St f/s George St (Stop 17),GEORGE ST, ,"502,271.70","6,961,511.40",-27.469951,153.022993,BRISBANE CITY, ,Y,, , ,
66,,Queen St app Adelaide St (Stop 66),QUEEN ST, ,"503,099.20","6,962,180.00",-27.463913,153.031367,BRISBANE CITY, , ,Easy, , ,
86,,Elizabeth St,QUEEN ST, ,"502,617.10","6,961,511.70",-27.469948,153.026489,BRISBANE CITY, , ,Medium, , ,
88,,Elizabeth St far-side Edward St (Stop 88),QUEEN ST, ,"502,775.50","6,961,650.20",-27.468697,153.028092,BRISBANE CITY, , ,Medium, , ,
102,,William St @ Commissariat Stores (St 102),WILLIAM ST, ,"502,408.60","6,961,154.60",-27.473172,153.024379,BRISBANE CITY, , ,Easy,Easy,Hard,
106,,North Quay @ Herschel St (St 106),NORTH QUAY, ,"501,814.90","6,961,723.90",-27.468033,153.018369,BRISBANE CITY, , ,Easy, , ,
107,,William St app Margaret St (private buses),GEORGE ST, ,"502,511.30","6,961,058.00",-27.474044,153.025419,BRISBANE CITY, , ,Medium, , ,
108,,George St City Precincts (Stop 108),GEORGE ST, ,"502,575.40","6,961,103.30",-27.473635,153.026068,BRISBANE CITY, , ,Medium, , ,
111,,Nth Quay ap Adelaide (r) (Stop 111),GEORGE ST, ,"502,149.50","6,961,440.80",-27.470589,153.021756,BRISBANE CITY, , ,Medium, , ,
116,,George St app Queen St (Stop 116),QUEEN ST, ,"502,351.80","6,961,360.50",-27.471313,153.023804,BRISBANE CITY, , ,, , ,
118,,George St app Turbot St (Stop 118),GEORGE ST, ,"502,120.40","6,961,626.90",-27.468909,153.021461,BRISBANE CITY, , ,Medium, , ,
119,,George St F/S Tank St (Stop 119),GEORGE ST, ,"502,002.80","6,961,762.40",-27.467685,153.020271,BRISBANE CITY, , ,, , ,
120,,George St app Herschel St (St 120),GEORGE ST, ,"501,983.10","6,961,785.60",-27.467476,153.020072,BRISBANE CITY, , ,, , ,
126,,HBL and PRT stop Roma St Station,MAKERSTON ST, ,"501,769.10","6,961,905.00",-27.466398,153.017905,BRISBANE CITY, , ,Medium, , ,
132,,Wickham Tce @ Gazebo (St 132), , ,"502,081.60","6,962,105.80",-27.464585,153.021068,SPRING HILL, , ,, , ,
136,,Herschell St @ Fitness First,NORTH QUAY, ,"501,849.80","6,961,731.20",-27.467967,153.018722,BRISBANE CITY, , ,Medium, , ,
